Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Input.r-slot0,Input.r-slot1,Input.r-slot2,Input.r-slot3,Answer.turn_01_agent,Answer.turn_02_customer,Answer.turn_03_agent,Answer.turn_04_customer,Answer.turn_05_agent,Answer.turn_06_customer,Answer.turn_07_agent,Answer.turn_08_customer,Answer.turn_09_agent,Answer.turn_10_customer,Answer.turn_11_agent,Answer.turn_12_customer,Answer.turn_13_agent,Answer.turn_14_customer
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",feels_lively,has_business_center,feels_contemporary,has_fitness_center,has_meeting_rooms,is_streamlined,has_desk_in_rooms,has_safe_in_room,has_minifridge_in_rooms,has_sofa_bed,"Happy New Year,. How may I help you?"," Hello, I am coming to New York for a business trip next month and was wondering how much your rooms are per night?", Here at Hilton Times Square we a have a few different options as far as rooms go., Oh ok. Well could you explain the difference between one and another.," Sure. Our standard rooms have a Queen bed, full bath, and large desk. For a small fee you can upgrade to  a room that has a sofa bed, a safe, and a mini-fridge.", I don't think that will be necessary. I will be by myself.," Ok.  Regardless, of what you choose you will experience the contemporary, yet lively atmosphere we offer.", What other kinds of amenities are available to me.," We make our best attempt to streamline your stay by offering all of our guests access to our fitness center, as well as our business center and several meeting rooms.", That's great. I'll definitely need the gym to unwind,{},{},{},{}
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_breakfast_buffet,has_business_center,feels_upscale,feels_modern,has_free_breakfast,has_free_breakfast_buffet,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"Hello, how can I help you today?", Hi. I am looking to visit Philadelphia soon so I wanted to inquire about your hotel., Exciting! So what are you looking for?, I was hoping to stay somewhere that is both convenient and very nice.," Well you have come to the right place. Here at Holiday Inn we have an upscale hotel with every modern feature you could desire, including a business center. If you would rather work in your room a desk is provided.", That sounds like something I would be interested in, In addition we offer a free breakfast buffet each day. The free breakfast is rated top in the city. If you'd rather skip that you will find coffee in your room. As well as a microwave and mini-fridge. Everything you'd need., Your hotel does sound very convenient. How much is a two night stay?, On average it is $150 a night depending on dates. When will you be arriving., On the 4th and I will be staying for 3 nights.,{},{},{},{}
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_airport_shuttle,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_swimming_pool_outdoor,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,How may I help you?,"I will be visiting the area for a week, so I had a couple questions. What is in the room?","Every one of our rooms comes with a huge desk, coffee, microwave, and a kitchenette.",That's perfect I don't want to eat out every day.,"Well if you do, we do offer free breakfast and a modern restaurant that just opened.",I will definitely be investigating those at some point. Anything else I should know?,"Well if you find yourself needing a break I would recommend visiting our fitness center, or outdoor swimming pool.","It would be nice to go for a relaxing swim. Speaking of relaxation, how do I get to the hotel?",I strongly suggest taking the free airport shuttle. It is the easiest and fastest way.,"Oh wow, that will definitely help me out. Thank you",{},{},{},{}
Holiday Inn Resort Orlando-Lake Buena Vista,"13351 Florida 535, Orlando, FL 32821, USA",has_fitness_room,has_onsite_laundry,has_onsite_movie_theater,has_restaurant,has_meeting_rooms,welcomes_families,has_bunk_beds_in_rooms,has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,"Hello, this is Mary speaking. how may I help you.","Hi, I was interested in staying at your hotel, but I wanted to check something first.",Ok. What would you like to know?,"It says here that you have quite a few amenities. Do you really have a fitness room, and movie theater?","That we do. We also have onsite laundry, meeting rooms, and a restaurant for your convenience.",That sounds amazing. What about the rooms? Are they good for families?,Yes our hotel is very welcoming to familes. In each room you will find bunk beds and balcony access.,How about a fridge? I may need one.,We have those as well. You will also find coffee in your room,Wow. This sounds like the right place for me,,{},{},{}
Holiday Inn San Antonio Riverwalk,"217 North St Mary's Street, San Antonio, TX 78205, USA",has_business_center,feels_upscale,feels_luxury,has_bar_onsite,has_fitness_room,has_restaurant,has_balcony_in_rooms,has_desk_in_rooms,has_hardwood_floor_rooms,has_minifridge_in_rooms,Thank you for calling Holiday Inn. What can I do for you?,"Hi, I am calling today to find out about your hotel. I am going to be in San Antonio for a work trip on the 4th.","Ok, we have availability that evening. What would you like to know?",Since I'll be in the area for work I need to know if I can get some work done there.,We offer all of our guests access to fully functional business center. An office away from the office.,Great. I was worried about that,"If you need a break from work we also have a large fitness center. If that's not your cup of tea visit our upscale bar, or restaurant. Both are the epitome of luxury.",I hope I have time to do that. Even to get out of the room to be honest.,"I should also mention that each room comes with hardwood floors, a mini fridge, and a beautiful desk. And last, but not least, your own private balcony.",Really? That sounds amazing,{},{},{},{}
Hotel del Coronado,"1500 Orange Avenue, Coronado, CA 92118, USA",feels_upscale,feels_modern,feels_contemporary,has_bar_onsite,has_spa,has_resort_fees,has_coffee_in_rooms,has_bunk_beds_in_rooms,has_minifridge_in_rooms,has_safe_in_room,"Hello, how may I help you this morning",I was calling to ask about what your hotel has to offer.,"Well let me start by telling you that we are an upscale hotel, that can offer you a contemporary or modern styled room depending on your preference.",Interesting. So what is the difference in price?,"The modern room is a bit pricier due to resort fees. However, that fee comes with additional perks.",Ok. What are some of those perks.,"Well to start, you will have unlimited access to the spa, as well as the onsite bar.",I could definitely see myself spending time at both of those.,"As far as the room is concerned; the modern rooms come with coffee, bunk beds, a mini fridge, and a safe.","Sounds great, those should come in handy.",So when will you be arriving?,{},{},{}
Hotel Indigo Brooklyn,"229 Duffield Street, Brooklyn, NY 11201, USA",feels_hip,has_bar_onsite,has_business_center,has_fitness_room,has_restaurant,has_wi_fi_free,has_coffee_in_rooms,has_room_service,has_rooms_upgraded,has_minifridge_in_rooms,"Hello, this is Ray. How may I help you today?",Hello Ray. I am visiting Brooklyn soon and while looking for a place to stay I found Indigo. So I was wondering how much it is a night?,Well that depends on what nights you choose to stay. Have you chosen when you're coming?,"Yes, Wednesday the third. For three nights","It appears we do have availability those nights. For $200/night. Included in the cost of the roomis free wifi, and access to the business and fitness centers. In addition you can visit the hip onsite bar and our 3 star restaurant. If you don't want to go out, you always have the option of ordering room service.",That sounds fantastic. Can I upgrade the room?,Of course. And each upgraded room comes with coffee and a mini-fridge in the room for your convenience.,Well I'm sold. Can I book now?,Definitely. Do you have a credit card handy?,I do. Let me get it out of my wallet.,{},{},{},{}
Hotel Indigo New York City - Chelsea,"127 West 28th Street, New York, NY 10001, USA",feels_upscale,has_bar_onsite,feels_hip,feels_buzzy,has_business_center,feels_contemporary,has_coffee_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,has_hardwood_floor_rooms,"Thank you for calling, how may I assist you today?",I am looking for an upscale place when I visit New York. What kind of amenities does Indigo offer?,You have come to the right place. We are one of the hippest spots in the city that manages to hold on to it's contemporary roots. And the location; The city buzzes around our location,What else do you offer?,"To start, we have a newly renovated bar onsite, as well as a business center that caters to any of your needs.",What about the rooms?,"Well each room comes with gorgeous hardwood floors, and a wonderful desk. You'll also find coffee and a minibar.",This sounds like a good fit. How much is it per night?,It is around $300 for a standard room,Ok. I am going to grab my purse,{},{},{},{}
Hotel Novotel New York Times Square,"226 West 52nd Street, New York, NY 10019, USA",feels_contemporary,has_bar_onsite,feels_casual,feels_relaxing,feels_modern,feels_chic,has_room_service,has_sofa_bed,has_terrace,has_terrace_in_rooms,This is Ryan speaking,"Hi, I was looking for a place to stay. Can you tell me about your hotel?",Sure we offer visitors a relaxing stay where you can enjoy our contemporary atmosphere. We can guarantee you'll love the casual setting that combines modern architecture with elements from the past.,That sounds very interesting. What does the hotel offer in addition?,Well we just opened up a chic new bar on site.,I don't know about that I am not the biggest fan of bars.,If that's the case we always have room service available. 24/7,That's more my thing I always like to relax by myself.,Well then you'll love the private terrace that comes with each room. And in the even you have a guest you can always make use of the sofa bed.,"Wow, you have an answer for everything. Do you have availability on the 7th?",{},{},{},{}
Hyatt Centric French Quarter New Orleans,"800 Iberville Street, New Orleans, LA 70112, USA",has_business_center,has_bar_onsite,feels_modern,feels_contemporary,has_fitness_center,has_meeting_rooms,has_balcony_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,Hi. how may I help you tonight?," I had some questions about your hotel, specifically the rooms.", Ok. What would you like to know?," Since, I am coming on a business trip I am going to need to be somewhat productive. Are there any amenities to help with that?"," Of course! In each room there is coffee and a stocked mini fridge to provide you with the energy and fuel to work as hard as you may need. We also have several meeting rooms and a business center. In the event you need a break, all the rooms are automatically upgraded, so you'll have a private balcony to relax on", That does sound great. What is your favorite part of the hotel?," Personally, I love the combination of the modern and contemporary styles.", That does sound great. Is there a gym?, Yes there is a well equipped fitness center as well as an onsite bar to unwind at., I will need that at some point. Thank you for the info.,{},{},{},{}
Hyatt Regency Boston,"1 Avenue de Lafayette, Boston, MA 02111, USA",has_business_center,has_bar_onsite,feels_upscale,feels_modern,feels_contemporary,feels_luxury,has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_room_service,"You have reach the Hyatt Boston, how may I help you today?","Hello, I was looking at hotels in the area and yours seems nice. I was wondering what amenities are included with the room?",Here at the Hyatt we offer a luxury experience. As soon as you enter the lobby you will see our beautiful contemporary architecture. If that's not your thing check out or upscale onsite bar.,"I am definitely interested in both. Quick question. I need to send a package, can you help?",Of course. We have a very modern business center open to all of our guests.,Phew. That's reassuring. How about the room? Do you offer upgrades?,"Of course. And with those upgrades come a beautiful desk, coffee to start your morning and a loaded room service menu.","Wow, that's all so convenient. When is room service available?",24/7. The kitchen does not close.,That's great. I would like to make a reservation,{},{},{},{}
Desert Palms Hotel and Suites,"631 W Katella Ave, Anaheim, CA 92802, United States",feels_relaxing,feels_cozy,has_bar_onsite,has_breakfast_buffet,feels_quaint,feels_casual,has_coffee_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,has_minifridge_in_rooms,Hello. Thank you for calling the Desert Palms Hotel and Suites. How can I get your fun and exciting vacation package started?,Hello. My name is Ryan and I was looking for a relaxing and cozy vacation.,Okay. What are the things you are looking for in your hotel and you room?,"Well we have a several small children. We really need a room with a kitchenette, and a fridge and a microwave. We want to save money not going out to eat as well as the headache of taking our small kids out to eat.",I understand. That makes perfect sense. I have small children myself and it can be difficult going out to eat with them and it saves you money dining in the room. We definitely have some lovely suites that can accomodate you.,Do you have a breakfast buffet as well? And coffee in the room?,"Absolutely, we have starbucks coffee and a keurig in every room. We also have a breakfast buffet from 7 am - 11 am.",Do you have a bar on the premises? We have a 12 year old child and he can watch the other kids while they sleep and we like to have a nice drink in the evening.,"Absolutely, we have a bar right on the property and it overlooks the ocean. It is beautiful and spacious and sophisticated looking.",We are really interested in a quaint hotel that is relaxing and cozy. We have several kids so we want something casual.,I absolutely have the perfect hotel for you from our properties. It is called the Desert Palms and Suites.,That sounds great. I have heard about that before.,That's sound like a great fun. It sounds like a fun situation.,Okay. When are you available to come have a fun vacation and relax.
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",feels_upscale,feels_chic,has_business_center,has_fitness_center,has_free_breakfast,has_wi_fi_free,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,Hello. How are you doing today? My named is Lisa. How can I get you the best hotel vacation you could the best deal we have ever offered?,Hello Lisa. I am Eric. I am looking for the best deal you can get me in Downtown Chicago.,Well Eric. I would be more than happy to help you with that. What are you must haves in a hotel?,"Well it has to be sleek, chic and upscale. I am trying to impress my lady friend. It has to include the breakfast and it must have a fitness center because we like to stay in shape.",Well Eric I have a lot of great options so you can have an excellent vacation.,Well it is not truly a vacation. It is a work meeting with a lot of free time so it is work and fun combined. So I am going to need a business center and a desk and wifi.,I understand. Well we can definitely give you the best of worlds so you can work and play.,Sounds great. Can you make sure I have a keurig in my room with a variety of coffee as well as a microwave and a minifridge. I need to eat my leftovers the next morning. Gotta to not go to far over the budget you know?,I understand. Well Eric I have the perfect hotel for you. You are going to absolutely love it.,Can you give me the website address?,Look up the Hampton Inn Magestic.,Hampton Inn? They are usually not that nice..let me look. Wow. That is beautiful. We will have a blast there. Look at that pool and it's within my budget. That is amazing. I am ready to book.,"Great Eric. The Hampton Inn Magestic Chicago Theater District is situated at 22 West Monroe Street Chicago, IL 60603 US. What dates would you like to go?",My meeting is the 3rd of July. Can you book me for like 3 days before and after. That looks like we are going have an amazing time.
Four Seasons Hotel,"57 E 57th St, New York, NY 10022, USA",feels_luxury,feels_contemporary,feels_elegant,feels_chic,has_bar_onsite,feels_upscale,has_designer_toiletries,has_bathroom_marble_in_rooms,has_room_service,has_rooms_upgraded,"Hi, how can I help you today?","Hi, I'll be heading to New York for a few days and need to book a hotel for my stay.","Absolutely, do you have preferences as to location?","Yes, I'd like to stay near midtown if possible. And I should add that I'm looking for a luxury hotel.",Great. Are there any other preferences you have so I can find the right hotel for you?,"Yes, I would like a contemporary hotel that has room service availability as well as a bar on site.","Great. I think I would recommend the Four Seasons Hotel. It is in midtown, is very luxurious and has a contemporary feel to it. It also has a bar and room service as you requested. I would add that it's an upscale hotel that is both chic and elegant at the same time.",That sounds like a good choice. How are the rooms in the hotel?,"The hotel features upgraded rooms. Additionally, the bathrooms have marble and include designer toiletries.",That sounds like the perfect hotel for me. Thanks so much for your help.,{},{},{},{}
Hotel Modera,"515 SW Clay St, Portland, OR 97201, United States",feels_hip,feels_contemporary,feels_chic,feels_modern,has_fitness_center,has_restaurant,has_fire_pit,has_bathroom_marble_in_rooms,has_minifridge_in_rooms,has_rooms_upgraded,"Hi, how can I help you?",I'm looking to stay in Portland for a few days. Can you help me book a hotel?,"Sure, do you have a preference as to location?","Actually, I'm quite open with respect to location. My biggest requirement is that it is a contemporary hotel that has a fitness center and restaurant.","I see. Based on those requirements, I would recommend the Hotel Modera. It's a modern hotel that has been described as hip and chic.",Interesting. Can you confirm it has a restaurant and fitness center?,"Yes, it does. And I see that it features upgraded rooms as well.",Very nice. Can you describe the rooms to me?,"Absolutely, one of the neat things is that the rooms have fire pits in them. The bathroom is also made of marble.",That sounds amazing. But there was one thing I forgot to mention. I need a minifridge in my room. Are the rooms equipped with them?,"Yes, they are. It sounds like this hotel really does meet all your specifications.",I agree. It sounds ideal.,{},{}
Four Points by Sheraton French Quarter,"541 Bourbon Street, New Orleans, LA 70130, USA",feels_upscale,has_bar_onsite,feels_elegant,feels_traditional,has_business_center,has_meeting_rooms,has_desk_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,is_airy,Good Afternoon how can I be of assistance today?,I am looking for a upscale hotel in the French Quarter.,Great that area and is so full of life!  Any things in particular are you looking for.,I would like it to feel traditional and airy but have a bar.,The property has all that and is very elegant and sounds like it would meet all your needs.,That sounds great but I do need it to have a business center and desk in the rooms.,Well this is the perfect fit it also has meeting rooms if that is needed also.,What are the extras in the rooms of the Four Points?,It has a balcony in the room and a stocked minifridge in the room.,Is this hotel full of stuck up elegant people,This hotel is very elegant but everyone is super nice and pleasant.,Great I would like to confirm this reservation at this hotel.,"Your reservation has been confirmed and the address is 541 Bourbon Street, New Orleans, LA 70130, USA",Thank you for your help finding the perfect place for me!
DoubleTree by Hilton Hotel Atlanta Downtown,"160 Ted Turner Drive Northwest, Atlanta, GA 30303, USA",feels_casual,feels_contemporary,feels_modern,has_bar_onsite,has_meeting_rooms,has_restaurant,has_balcony_in_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,"Hello, what can I help you with?",I am looking for a hotel to stay at around Atlanta.,What area of Atlanta did you have in mind?,I need a place on the northwest side that has meeting rooms.,"There is a DoubleTree by Hilton Hotel Atlanta Downtown. It is a casual yet contemporary and modern hotel with meeting rooms, a bar and a restaurant all onsite.",Awesome! What what comes in the rooms?,"Each room has a work desk, coffee maker and microwave. Also, eat room has a balcony where you can enjoy drinking your coffee.",This sounds great. Where is it located?,"The address is 160 Ted Turner Drive Northwest, Atlanta, GA 30303.",Perfect this is exactly what I need.,{},{},{},{}
Embassy Suites by Hilton New Orleans Convention Center,"315 Julia St, New Orleans, LA 70130, USA",feels_elegant,has_business_center,has_bar_onsite,feels_contemporary,feels_modern,has_convention_center,has_balcony_in_rooms,has_coffee_in_rooms,has_patio_in_rooms,has_microwave_in_rooms,Hello! How can I help you today? , I am trying to find a place to stay in New Orleans for a week. ," Lovely, did you have a specific area in mind? ", I would like to stay near the Convention Center. , There is an Embassy Suites By Hilton at the Convention Center. , Perfect! How nice is it? ," Well, it is an elegant hotel while still feeling contemporary and modern. ", What are some amenities? ," There is an onsite business center to get work done, but also a bar to enjoy yourself. ", What are special features about the room? ," All the rooms come with either a balcony or patio, so you can enjoy some time outside. There is also a coffee maker and microwave so you dont have to leave your room if you dont wish! ", Perfect! I think that is where I would like to stay.  ,{},{}
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",feels_traditional,has_bar_onsite,has_bowling,feels_upscale,has_restaurant,has_fitness_center,has_fireplace,has_balcony_in_rooms,has_rooms_upgraded,has_microwave_in_rooms,Hi! How can I help you today?, I am looking for a fun hotel to stay at in Mason OH.," There is a Great Wolf Lodge at 2501 Great Wolf Drive, Mason OH 45040. It is a hotel that feels traditional but upscale, and has many amenities.", What does that have on site?," There is a bar, bowling, restaurant and fitness center. Lots to do onsite!", How are the rooms?," The rooms are fairly upgraded. Each room has a microwave, balcony, and best of all - a fireplace!", This sounds awesome!, Is there anything else you need to know?," No thanks, this is just what I needed. ",{},{},{},{}
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",feels_modern,feels_elegant,has_spa,has_fitness_center,has_resort_fees,has_restaurant,has_balcony_in_rooms,has_fire_pit,has_mini_bar_in_room,has_room_service,Hello! What are we looking for today?,"I would like an interesting hotel in San Diego, CA.",Interesting - how about a Hard Rock Hotel?,That sounds interesting enough - tell me more.,It is a modern yet elegant hotel off 5th Ave in San Diego.,What are room amenities?,"These are very nice rooms. There is a balcony, fire pit and mini bar in each room. There is even room service, so I you don't have to leave if you don't want to!",Oh! Nice. What else is in the hotel.,"Well, it has the restaurant, fitness center and a lovely spa. Keep in mind - it does have resort fees.","Oh, that's no issue. It sounds like it has everything I need!",{},{},{},{}
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",feels_modern,has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,is_open_seasonally,has_desk_in_rooms,has_coffee_in_rooms,has_kitchenette_in_rooms,has_microwave_in_rooms,"Good Evening, how can we make your life easier today?",Hi! I am looking for a modern business like hotel in Downtown Chicago.,"Hmm, we have a few like that. What room amenities are you looking for?",I would like a quiet workspace and maybe kitchenette.,Aha! The Holiday Inn & Suites Chicago Downtown has desks and kitchenettes in rooms! It also has a business center - you could get a lot of work done.,"Oh good, this trip is pretty much all about work. What is the vibe there?",It's an contemporary upscale place with a very modern vibe. It has a nice bar onsite too if you need to take a break.,Awesome! Anything else in rooms or I need to know?,"There is a coffee maker and microwave in the kitchenette so you're good to go. Also, be mindful it is open seasonally.",Perfect! Can't wait.,{},{},{},{}
Hooters Casino Hotel,"115 E Tropicana Ave, Las Vegas, NV 89109, USA",feels_casual,has_casino,feels_upscale,has_bar_onsite,has_resort_fees,has_fitness_center,feels_modest,has_coffee_in_rooms,has_room_service,has_rooms_upgraded,"Good Afternoon, what can I help you with today?"," Hello, I am looking for a resort-type hotel in Las Vegas that has a bar onsite.", There are definitely many there that qualify with that. What other traits are important?, I really want nice rooms and room service.," Okay, well the Hooters Casino hotel is a casual, yet upscale place. It has a casino and bar onsite. It's also feels a bit modest."," That sounds like a lot of fun, and what I'm looking to enjoy in Vegas. How are the rooms?"," The rooms are upgraded, have coffee in rooms and room service is available!", Great! What other little amenities does it have?," There is a fitness center if you want to get some working out in. And just so you know, there are resort fees.", I will definitely try to squeeze in a workout. ,{},{},{},{}
Disney's Saratoga Springs Resort & Spa,"1960 Broadway, Lake Buena Vista, FL 32830, United States",has_child_care,has_area_play,feels_elegant,feels_luxury,has_bicycles_for_rent,feels_traditional,has_microwave_in_rooms,has_kitchen_in_room,has_laundry_in_rooms,has_minifridge_in_rooms,Hello I'll be your hotel agent today how can I help you?, Hey there. I'm taking my family to Disney World and I would like to know about a good hotel near Disney World.," I would highly recommend Disney's Saratoga Springs Resort & Spa. It's an elegant hotel that provides child care with a play area, traditional luxurious spas to relax, and it is near the Disney World Park so you can quickly go from your hotel room to enjoying the amusement park.", That sounds like a blast. What other services does the hotel offer?, The hotel rooms have a traditional feel with kitchens inside them with mini fridges and microwaves so you can still cook family diners away from home. They have bicycles for rent if you'd like to get some exercise and enjoy the great weather. They also have laundry rooms so you don't have to worry about dirty clothes., That sounds like a home away from home. I plan on staying in Florida a week starting on February 20th and ending on the 27th. How much money would that be?, The cost would be $180 a night with a week costing $1260. , That sounds like a reasonable deal., Would you like for me to schedule a reservation for you?, Yes that would be great. Thank you so much.,{},{},{},{}
Encore,"3131 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",feels_upscale,has_casino,feels_luxury,has_bar_onsite,has_resort_fees,swanky_lodging,has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_wet_bar_in_rooms,has_soaking_tubs_in_rooms,Hello I'll be your hotel agent today how may I be of service?,"Hi there, I'm going on vacation to Las Vegas next week and I would like to know of a good hotel.",I highly recommend the Encore Hotel it's an upscale hotel right on the boulevard.,Location is important. So are the amenities. What kind does this hotel have as I am looking to have a memorable weekend.,The Encore hotel is a luxurious casino hotel. It has beautiful swanky lodging with a bar onsite. It has typical reseort fees.,Is there a v.i.p. type of package?,All the rooms are upgraded with windows that stretch from the floor the the ceiling to give you gorgeous views of the strip. The rooms have wet bars inside of them and soaking tubs in the bathrooms.,"That sounds amazing. Can you please give me the address, and also how much would it cost to book four days from March 10th to March 14th?","It costs $250 dollars per night so that would be $1000 dollars plus tax. The address is 3131 South Las Vegas Boulevard, Las Vegas, NV 89109. You will really enjoy your stay this hotel is top rated in the area.","Thank you so much, the hotel sounds awesome.",{},{},{},{}
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_breakfast_continental,feels_upscale,feels_tropical,has_childrens_club,has_spa,has_onsite_club_room,has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"Hello I'll be your hotel agent today, how can I be of service?","Hi, my names Josh and I'm going to Hawaii for my honeymoon and I'd like to know of a nice hotel to take my wife.","I know the perfect hotel. It's named the Grand Wailea. It's located at 3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States. It is a very upscale place with a tropical vibe. It is popular for couples and honeymoons.",That sounds like what I'm looking for. What are more features that the hotel has?,The hotels equipped with a beautiful spa. Every morning you have your choice of continental breakfast. There's a childrens club if you have any children that need to be watched after.,"No, I don't have any children but this place is sounding perfect. What else does this hotel have?",There's an onsite club room and whirlpool tubs. The rooms come with coffee and mini fridges. Also there is breath taking balconies in every room with gorgeous views.,I'm sold on this hotel. Can I make a reservation for May 15th to May 23rd?,Yes I will make the reservation under the name Josh.,Awesome thank you so much.,{},{},{},{}
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",feels_elegant,feels_contemporary,has_business_center,has_bar_onsite,feels_modern,has_meeting_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,Hello how can I help you this evening?,"Hey, I'm traveling to Washington DC next month and I'd like to know of a good hotel to stay at during my business trip.","A good recommendation would be the Hampton Inn Washington-Downtown-Convention Center. It is contemporary, elegant, and has a business center and meeting rooms so it would be perfect for a business trip.",My clients would be impressed by that. Go ahead and tell me about some of the other features at this hotel.,"It's a modern hotel with an onsite bar that is very popular. The rooms come stocked with mini fridges, coffee, and desks so you have a work space in your hotel room. There's also microwaves in every room if you need something heated up.",This sounds like it will work. My name is Frank and I'll need the hotel room from March 21st to March 22nd.,"Okay Frank I have your reservation scheduled. The address is 901 6th St NW, Washington, DC 20001, USA. It will be $100 a night for a two day total of $200.",Okay that's affordable.,Is there anything else I can help you with?,No that will be all thanks for your help.,{},{},{},{}
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",feels_lively,has_business_center,feels_contemporary,has_fitness_center,has_meeting_rooms,is_streamlined,has_desk_in_rooms,has_safe_in_room,has_minifridge_in_rooms,has_sofa_bed,"Good morning, what can I help you with today?",I'll be visiting New York soon. It's my first time in the city so I'd like a nice hotel.,"New York is so exciting. The Hilton Times Square would be perfect. It's right in the heart of New York City so you'll be streamlined into the action.It is located at 234 W 42nd St, New York, NY 10036, USA. It's a very lively hotel yet contemporary to meet most of your needs.",That sounds intriguing. What accommodations do the rooms come with?,It has a business center if you need to get work done. There's also meeting rooms if you need to meet any co workers or clients.,"No, I don't need that I'm going on vacation to see the sights and tourist attractions.","Okay that sounds like loads of fun. There's a fitness center on site so you won't miss a workout. The rooms come with a secure safe, sofa beds, desks, and mini fridges to store any food or drinks.",That will be perfect. Please secure my reservation for April 5th to April 15th.,Okay I have your information reserved. The cost is $80 a night. Is there anything else I can help you with?,That's everything I appreciate all the help.,{},{},{},{}
Embassy Suites by Hilton Miami International Airport,"3974 Northwest South River Drive, Miami, FL 33142, USA",has_business_center,has_bar_onsite,feels_elegant,feels_chic,has_pond,has_free_breakfast,has_coffee_in_rooms,has_balcony_in_rooms,feels_modest,has_kitchenette_in_rooms,Hello! Where are you heading off to?, We plan to fly into Miami next week.," Wonderful, great area. What are your immediate plans when you arrive?", We need to find a fairly close hotel since the flight will be coming in the later evening.," Any preferences? There are several hotels close by, a Hilton is among your options.", A Hilton? Sounds great. Does it have free breakfast?," Yes, it does! It also boasts a fabulous bar onside. You can enjoy your morning coffee in-room on the balcony, made fresh in the en suite kitchenette. Most of the rooms overlook the gorgeous pond and park nearby.", What kind of hotel is this? Business-oriented?," Despite the fact that the Hilton does have a great business center, it feels very elegant, chic, but with a modest tone that's great for people on vacation.", Where is the hotel located?," Here is the address: 3974 Northwest South Rive Drive, that's in Miami, and the zip is 33142. ",{},{},{}
Courtyard Nashville Downtown,"170 4th Ave N, Nashville, TN 37219, USA",feels_contemporary,feels_modern,has_meeting_rooms,has_restaurant,has_wi_fi_free,is_historic,has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"Hi, my name is Mary, how may I help you?","Hi Mary, my husband and I will be visiting Nashville, TN in a few days and I'm looking for a hotel that will be close to the downtown area.",I will look and see what I have available in that area. What attributes might your husband and you be interested in?,We definitely want free wi-fi and preferably a minifridge.,I understand. I do see there is a historic hotel that is located in the area you requested.,That's great! Where about is it located?,"The hotel name is Courtyard Nashville Downtown, and the address is 170 4th Ave N, Nashville, TN 37219.","Wow, that isn't far from where we are wanting to visit. What comes with the hotel stay?",The hotel property has a modern and a contemporary feel. The rooms also have a minifridge as you requested.,"Ok, this hotel sounds like the one I would like to book with.","Great! Also, these rooms come with a desk, coffee, and a whirlpool tub.","Oh, this is awesome! I love that there is a whirlpool tub in the room.","Yes, that is nice after a long day of touring around. Also, on the hotel property, there are meeting rooms, free wi-fi, and has a restaurant.",{}
